股票代码,公司名称,节点,产业链,层级,上中下游,代理说明,报告期,毛利率%,净利率%,ROE_%,ROE加权%
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2023-12-31,13.88,13.88,10.84,10.52
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2024-03-31,6.19,-11.78,-0.93,-0.91
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2024-06-30,10.8,-11.12,-1.63,-1.72
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2024-09-30,10.34,-7.41,-1.38,-1.46
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2024-12-31,10.82,-13.91,-4.6,-4.96
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2025-03-31,12.95,-13.18,-0.86,-0.86
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2025-06-30,11.14,-9.33,-1.29,-1.32
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2025-09-30,13.46,-2.84,0.06,0.06
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2025-12-31,15.72,5.47,3.8,3.57
002460,赣锋锂业,碳酸锂,新能源汽车产业链,5级,上游,碳酸锂/氢氧化锂全球龙头,2026-03-31,29.72,20.9,4.02,3.95
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2023-03-31,89.8,73.84,9.61,9.2
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2023-06-30,87.12,66.43,12.34,12.6
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2023-09-30,86.64,66.98,15.79,15.39
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2023-12-31,84.99,63.36,14.61,14.16
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2024-03-31,48.39,-32.13,-7.85,-8.15
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2024-06-30,51.81,7.21,-10.65,-11.68
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2024-09-30,49.03,17.23,-11.95,-13.1
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2024-12-31,46.07,-0.22,-16.92,-18.87
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2025-03-31,44.31,30.28,0.25,0.25
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2025-06-30,39.73,31.29,0.2,0.2
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2025-09-30,38.98,29.54,0.43,0.42
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2025-12-31,39.47,29.02,1.1,1.09
002466,天齐锂业,碳酸锂,新能源汽车产业链,5级,上游,锂矿→碳酸锂,2026-03-31,62.66,55.4,4.31,4.04
