月份,产业链,原料类别,上游原料YoY,出厂PPIYOY,价格剪刀差
2015年01月份,生物医药产业链,矿产品,-8.85684861,-4.3202,-4.53664861
2014年12月份,生物医药产业链,矿产品,-7.85714286,-3.3152,-4.54194286
2014年11月份,生物医药产业链,矿产品,-7.90273556,-2.6928,-5.20993556
2014年10月份,生物医药产业链,矿产品,-7.56811302,-2.2428,-5.32531302
2014年09月份,生物医药产业链,矿产品,-7.35205617,-1.7996,-5.55245617
2014年08月份,生物医药产业链,矿产品,-3.02164149,-1.2038,-1.81784149
2014年07月份,生物医药产业链,矿产品,1.70377339,-0.8688,2.57257339
2014年06月份,生物医药产业链,矿产品,0.73068894,-1.1086,1.8392889399999999
2014年05月份,生物医药产业链,矿产品,-0.41450777,-1.4464,1.03189223
2014年04月份,生物医药产业链,矿产品,-1.0373444,-2.0042,0.9668555999999999
2014年03月份,生物医药产业链,矿产品,-3.43032159,-2.3022,-1.1281215900000001
2014年02月份,生物医药产业链,矿产品,-2.34454638,-2.0182,-0.32634637999999994
2014年01月份,生物医药产业链,矿产品,-0.71574642,-1.6394,0.92365358
2013年12月份,生物医药产业链,矿产品,1.23966942,-1.3557,2.59536942
2013年11月份,生物医药产业链,矿产品,3.81823919,-1.4242,5.24243919
2013年10月份,生物医药产业链,矿产品,6.55913978,-1.5071,8.06623978
2013年09月份,生物医药产业链,矿产品,10.28761062,-1.3439,11.63151062
2013年08月份,生物医药产业链,矿产品,6.5030344,-1.625,8.1280344
2013年07月份,生物医药产业链,矿产品,1.45281018,-2.2712,3.7240101799999996
2013年06月份,生物医药产业链,矿产品,0.6302521,-2.6965,3.3267520999999998
2013年05月份,生物医药产业链,矿产品,-0.61791967,-2.8658,2.24788033
2013年04月份,生物医药产业链,矿产品,-1.43149284,-2.6175,1.1860071600000002
2013年03月份,生物医药产业链,矿产品,-0.3560529,-1.919,1.5629471000000001
2013年02月份,生物医药产业链,矿产品,-0.90909091,-1.6254,0.71630909
2013年01月份,生物医药产业链,矿产品,-2.00400802,-1.6372,-0.3668080200000001
2012年12月份,生物医药产业链,矿产品,-3.91353807,-1.9397,-1.97383807
2012年11月份,生物医药产业链,矿产品,-9.11089866,-2.1995,-6.91139866
2012年10月份,生物医药产业链,矿产品,-15.62199744,-2.7558,-12.86619744
2012年09月份,生物医药产业链,矿产品,-21.11692845,-3.5545,-17.56242845
2012年08月份,生物医药产业链,矿产品,-19.87926829,-3.4784,-16.40086829
2012年07月份,生物医药产业链,矿产品,-16.84303351,-2.8651,-13.977933510000002
2012年06月份,生物医药产业链,矿产品,-15.45293073,-2.0843,-13.36863073
2012年05月份,生物医药产业链,矿产品,-12.40185805,-1.3981,-11.00375805
2012年04月份,生物医药产业链,矿产品,-12.91184328,-0.6984,-12.21344328
2012年03月份,生物医药产业链,矿产品,-14.14847162,-0.3171,-13.83137162
2012年02月份,生物医药产业链,矿产品,-13.91304348,0.0284,-13.94144348
2012年01月份,生物医药产业链,矿产品,-11.44631766,0.7347,-12.18101766
2011年12月份,生物医药产业链,矿产品,-12.01519651,1.6854,-13.70059651
2011年11月份,生物医药产业链,矿产品,-7.26950355,2.7179,-9.98740355
2011年10月份,生物医药产业链,矿产品,-0.525,5.0038,-5.5288
2011年09月份,生物医药产业链,矿产品,2.87253142,6.5227,-3.6501685800000003
2011年08月份,生物医药产业链,矿产品,3.23741007,7.2528,-4.0153899299999996
2011年07月份,生物医药产业链,矿产品,-0.08810573,7.5417,-7.629805729999999
2011年06月份,生物医药产业链,矿产品,-2.51082251,7.1209,-9.63172251
2011年05月份,生物医药产业链,矿产品,-5.09666096,6.7851,-11.881760960000001
2011年04月份,生物医药产业链,矿产品,-2.85467128,6.821,-9.67567128
2011年03月份,生物医药产业链,矿产品,-0.77989601,7.3081,-8.08799601
2011年02月份,生物医药产业链,矿产品,1.3751763,7.2322,-5.8570237
2011年01月份,生物医药产业链,矿产品,-1.93177863,6.6436,-8.57537863
2010年12月份,生物医药产业链,矿产品,0.58859703,5.93,-5.34140297
2010年11月份,生物医药产业链,矿产品,4.32852386,6.06,-1.7314761399999998
2010年10月份,生物医药产业链,矿产品,13.75770021,5.04,8.71770021
2010年09月份,生物医药产业链,矿产品,24.90189483,4.33,20.571894829999998
2010年08月份,生物医药产业链,矿产品,27.3768614,4.32,23.0568614
2010年07月份,生物医药产业链,矿产品,34.79809976,4.84,29.95809976
2010年06月份,生物医药产业链,矿产品,35.56338028,6.41,29.153380279999997
2010年05月份,生物医药产业链,矿产品,37.25029377,7.13,30.12029377
2010年04月份,生物医药产业链,矿产品,34.41860465,6.81,27.60860465
2010年03月份,生物医药产业链,矿产品,35.82862524,5.91,29.91862524
2010年02月份,生物医药产业链,矿产品,29.79405034,5.39,24.404050339999998
2010年01月份,生物医药产业链,矿产品,30.53157656,4.32,26.21157656
2009年12月份,生物医药产业链,矿产品,27.62641552,1.7,25.92641552
2009年11月份,生物医药产业链,矿产品,15.48814356,-2.08,17.56814356
2009年10月份,生物医药产业链,矿产品,-6.16570328,-5.85,-0.31570328000000014
2009年09月份,生物医药产业链,矿产品,-20.58587837,-6.99,-13.59587837
2009年08月份,生物医药产业链,矿产品,-24.41558442,-7.86,-16.55558442
2009年07月份,生物医药产业链,矿产品,-28.82502113,-8.22,-20.605021129999997
2009年06月份,生物医药产业链,矿产品,-26.99228792,-7.8,-19.19228792
2009年05月份,生物医药产业链,矿产品,-27.60527435,-7.2,-20.40527435
2009年04月份,生物医药产业链,矿产品,-29.57746479,-6.6,-22.97746479
2009年03月份,生物医药产业链,矿产品,-31.22318465,-5.99,-25.23318465
2009年02月份,生物医药产业链,矿产品,-27.60705707,-4.47,-23.13705707
2009年01月份,生物医药产业链,矿产品,-26.3756481,-3.35,-23.025648099999998
2008年12月份,生物医药产业链,矿产品,-23.96419437,-1.14,-22.82419437
2008年11月份,生物医药产业链,矿产品,-19.63948498,1.99,-21.629484979999997
2008年10月份,生物医药产业链,矿产品,-10.44003451,6.59,-17.03003451
2008年09月份,生物医药产业链,矿产品,-2.67764298,9.13,-11.80764298
2008年08月份,生物医药产业链,矿产品,0.43478261,10.06,-9.625217390000001
2008年07月份,生物医药产业链,矿产品,2.86956522,10.03,-7.160434779999999
2008年06月份,生物医药产业链,矿产品,1.12651646,8.84,-7.71348354
2008年05月份,生物医药产业链,矿产品,1.95143105,8.22,-6.268568950000001
2008年04月份,生物医药产业链,矿产品,8.45470693,8.12,0.3347069300000012
2008年03月份,生物医药产业链,矿产品,11.38863841,7.95,3.4386384100000003
2008年02月份,生物医药产业链,矿产品,8.66786679,6.62,2.0478667899999996
2008年01月份,生物医药产业链,矿产品,4.34554974,6.07,-1.7244502600000002
2007年12月份,生物医药产业链,矿产品,1.82291667,5.43,-3.60708333
2007年11月份,生物医药产业链,矿产品,-0.76660988,4.55,-5.31660988
2007年10月份,生物医药产业链,矿产品,-0.0862069,3.21,-3.2962069
2007年09月份,生物医药产业链,矿产品,1.58450704,2.71,-1.1254929599999999
2007年08月份,生物医药产业链,矿产品,1.95035461,2.56,-0.6096453900000001
2007年07月份,生物医药产业链,矿产品,2.58697591,2.39,0.19697590999999992
2007年06月份,生物医药产业链,矿产品,4.33996383,2.49,1.84996383
2007年05月份,生物医药产业链,矿产品,5.90612657,2.76,3.14612657
2007年04月份,生物医药产业链,矿产品,4.64684015,2.87,1.77684015
2007年03月份,生物医药产业链,矿产品,2.74226422,2.65,0.09226422000000012
2007年02月份,生物医药产业链,矿产品,1.95466642,2.6,-0.6453335800000002
2007年01月份,生物医药产业链,矿产品,8.56384994,3.3,5.263849940000001
2006年12月份,生物医药产业链,矿产品,9.05992616,3.05,6.00992616
2006年11月份,生物医药产业链,矿产品,11.95880221,2.78,9.17880221
2006年10月份,生物医药产业链,矿产品,9.00206728,2.9,6.10206728
2006年09月份,生物医药产业链,矿产品,4.04836051,3.45,0.59836051
2006年08月份,生物医药产业链,矿产品,1.76831469,3.4,-1.63168531
2006年07月份,生物医药产业链,矿产品,1.00919085,3.58,-2.57080915
2006年06月份,生物医药产业链,矿产品,-0.88717627,3.52,-4.40717627
2006年05月份,生物医药产业链,矿产品,-1.26961095,2.43,-3.6996109500000003
2006年04月份,生物医药产业链,矿产品,-1.68128655,1.87,-3.5512865500000004
2006年03月份,生物医药产业链,矿产品,-2.1218716,2.49,-4.611871600000001
2006年02月份,生物医药产业链,矿产品,-2.03182595,3.01,-5.04182595
2006年01月份,生物医药产业链,矿产品,-8.8664422,3.05,-11.916442199999999
